REQ EXG-FON-001 args={"type":"Requirement","name":"EXG-FON-001","definition":"La solution doit être mise à disposition en mode SaaS sous la forme d’une plateforme informatique complète et intégrée pour la gestion des actions PIA/France2030 et PIC, afin d’accompagner la transformation numérique des գործընթաց internes et externes de la CDC et de son écosystème.","analyst_properties":{"categorie":"Fonctionnel","priorité":"Haute","Origin":"document=20245175 - CCTP.pdf | ref=Contexte général / Exigences fonctionnelles métier | location=page 1 ; page 5, sections 2.1 et 2.2 | context=Plateforme cible et périmètre global | quote=mise à disposition en mode SaaS d’une solution numérique ... sous la forme d’une plateforme informatique complète et intégrée pour la gestion des actions PIA/France2030, PIC","origin":"document=20245175 - CCTP.pdf | ref=Contexte général / Exigences fonctionnelles métier | location=page 1 ; page 5, sections 2.1 et 2.2 | context=Plateforme cible et périmètre global | quote=mise à disposition en mode SaaS d’une solution numérique ... sous la forme d’une plateforme informatique complète et intégrée pour la gestion des actions PIA/France2030, PIC","origine":"document=20245175 - CCTP.pdf | ref=Contexte général / Exigences fonctionnelles métier | location=page 1 ; page 5, sections 2.1 et 2.2 | context=Plateforme cible et périmètre global | quote=mise à disposition en mode SaaS d’une solution numérique ... sous la forme d’une plateforme informatique complète et intégrée pour la gestion des actions PIA/France2030, PIC"}}
REQ EXG-TEC-001 args={"type":"Requirement","name":"EXG-TEC-001","definition":"La plateforme doit réduire au strict minimum les interventions manuelles des équipes et favoriser l’expérience utilisateur pour les collaborateurs et les porteurs de projets.","analyst_properties":{"categorie":"Qualité/UX","priorité":"Haute","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 6-7, puces d’objectifs et de caractéristiques de la Plateforme | context=Automatisation et ergonomie | quote=réduire au strict minimum les interventions manuelles ... favoriser l’expérience utilisateur","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 6-7, puces d’objectifs et de caractéristiques de la Plateforme | context=Automatisation et ergonomie | quote=réduire au strict minimum les interventions manuelles ... favoriser l’expérience utilisateur","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 6-7, puces d’objectifs et de caractéristiques de la Plateforme | context=Automatisation et ergonomie | quote=réduire au strict minimum les interventions manuelles ... favoriser l’expérience utilisateur"}}
REQ EXG-TEC-001 response={"owner_name":"Requirement Container","isError":false,"analyst_properties":{"Benefit":"Critical","Cost":"0","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 6-7, puces d’objectifs et de caractéristiques de la Plateforme | context=Automatisation et ergonomie | quote=réduire au strict minimum les interventions manuelles ... favoriser l’expérience utilisateur","Risk":"Low","Stability":"Low","Target Release":"0","categorie":"Qualité/UX","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 6-7, puces d’objectifs et de caractéristiques de la Plateforme | context=Automatisation et ergonomie | quote=réduire au strict minimum les interventions manuelles ... favoriser l’expérience utilisateur","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 6-7, puces d’objectifs et de caractéristiques de la Plateforme | context=Automatisation et ergonomie | quote=réduire au strict minimum les interventions manuelles ... favoriser l’expérience utilisateur","priorité":"Haute"},"name":"EXG-TEC-001","analyst_properties_set":5,"definition":"La plateforme doit réduire au strict minimum...(truncated)

REQ EXG-TEC-002 args={"type":"Requirement","name":"EXG-TEC-002","definition":"La solution doit être Responsive Web Design, adaptée à tous types de supports, respecter la charte graphique CDC et pouvoir être personnalisée aux couleurs de la Banque des Territoires en marque blanche.","analyst_properties":{"categorie":"Technique/UX","priorité":"Haute","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 6-7, puces d’objectifs et de caractéristiques de la Plateforme | context=Accessibilité multi-support et identité visuelle | quote=Responsive Web Design ... respectant la charte graphique CDC ... personnalisée aux couleurs de la Banque des Territoires en marque blanche","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 6-7, puces d’objectifs et de caractéristiques de la Plateforme | context=Accessibilité multi-support et identité visuelle | quote=Responsive Web Design ... respectant la charte graphique CDC ... personnalisée aux couleurs de la Banque des Territoires en marque blanche","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 6-7, puces d’objectifs et de caractéristiques de la Plateforme | context=Accessibilité multi-support et identité visuelle | quote=Responsive Web Design ... respectant la charte graphique CDC ... personnalisée aux couleurs de la Banque des Territoires en marque blanche"}}
REQ EXG-TEC-002 response={"owner_name":"Requirement Container","isError":false,"analyst_properties":{"Benefit":"Critical","Cost":"0","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 6-7, puces d’objectifs et de caractéristiques de la Plateforme | context=Accessibilité multi-support et identité visuelle | quote=Responsive Web Design ... respectant la charte graphique CDC ... personnalisée aux couleurs de la Banque des Territoires en marque blanche","Risk":"Low","Stability":"Low","Target Release":"0","categorie":"Technique/UX","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 6-7, puces d’objectifs et de caractéristiques de la Plateforme | context=Accessibilité multi-support et identité visuelle | quote=Responsive Web Design ... respectant la charte graphique CDC ... personnalisée aux couleurs de la Banque des Territoires en marque blanche","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 6-7, puces d’objectifs et de caractéristiques de la Plateforme | context=Accessibilité multi-support et identité visuelle | quote=Responsive Web Design ... respectant la charte graphique CDC .....(truncated)

REQ EXG-TEC-003 args={"type":"Requirement","name":"EXG-TEC-003","definition":"La plateforme doit permettre via API des flux de données sécurisés descendants et ascendants avec les outils existants du SI CDC et du mandant.","analyst_properties":{"categorie":"Intégration","priorité":"Haute","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 7, puce sur les API ; page 9, schéma des adhérences SI / API | context=Interopérabilité SI | quote=permettre via API des flux de données sécurisés descendants et ascendants","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 7, puce sur les API ; page 9, schéma des adhérences SI / API | context=Interopérabilité SI | quote=permettre via API des flux de données sécurisés descendants et ascendants","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 7, puce sur les API ; page 9, schéma des adhérences SI / API | context=Interopérabilité SI | quote=permettre via API des flux de données sécurisés descendants et ascendants"}}
REQ EXG-TEC-003 response={"owner_name":"Requirement Container","isError":false,"analyst_properties":{"Benefit":"Critical","Cost":"0","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 7, puce sur les API ; page 9, schéma des adhérences SI / API | context=Interopérabilité SI | quote=permettre via API des flux de données sécurisés descendants et ascendants","Risk":"Low","Stability":"Low","Target Release":"0","categorie":"Intégration","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 7, puce sur les API ; page 9, schéma des adhérences SI / API | context=Interopérabilité SI | quote=permettre via API des flux de données sécurisés descendants et ascendants","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 7, puce sur les API ; page 9, schéma des adhérences SI / API | context=Interopérabilité SI | quote=permettre via API des flux de données sécurisés descendants et ascendants","priorité":"Haute"},"name":"EXG-TEC-003","analyst_properties_set":5,"definition":"La plateforme doit permettre via API des flux de données sécurisés descendants et ascendants avec les outils existants du SI CDC e...(truncated)

REQ EXG-FON-004 args={"type":"Requirement","name":"EXG-FON-004","definition":"La plateforme doit couvrir la gestion des AAP/AMI, incluant la préfiguration, l’inscription, le formulaire personnalisable, les FAQ, la gestion des délais, les alertes, le suivi des statuts et les notifications d’éligibilité/recevabilité.","analyst_properties":{"categorie":"Fonctionnel","priorité":"Haute","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « 1- Module de gestion d’AAP (Appel à Projets) / AMI… » | context=Module 1 - Gestion des AAP/AMI | quote=page de préfiguration/configuration des AAP/AMI, page d’inscription candidats, formulaire personnalisable ... notifications aux candidats","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « 1- Module de gestion d’AAP (Appel à Projets) / AMI… » | context=Module 1 - Gestion des AAP/AMI | quote=page de préfiguration/configuration des AAP/AMI, page d’inscription candidats, formulaire personnalisable ... notifications aux candidats","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « 1- Module de gestion d’AAP (Appel à Projets) / AMI… » | context=Module 1 - Gestion des AAP/AMI | quote=page de préfiguration/configuration des AAP/AMI, page d’inscription candidats, formulaire personnalisable ... notifications aux candidats"}}
REQ EXG-FON-004 response={"owner_name":"Requirement Container","isError":false,"analyst_properties":{"Benefit":"Critical","Cost":"0","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « 1- Module de gestion d’AAP (Appel à Projets) / AMI… » | context=Module 1 - Gestion des AAP/AMI | quote=page de préfiguration/configuration des AAP/AMI, page d’inscription candidats, formulaire personnalisable ... notifications aux candidats","Risk":"Low","Stability":"Low","Target Release":"0","categorie":"Fonctionnel","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « 1- Module de gestion d’AAP (Appel à Projets) / AMI… » | context=Module 1 - Gestion des AAP/AMI | quote=page de préfiguration/configuration des AAP/AMI, page d’inscription candidats, formulaire personnalisable ... notifications aux candidats","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « 1- Module de gestion d’AAP (Appel à Projets) / AMI… » | context=Module 1 - Gestion des AAP/AMI | quote=page de préfiguration/configuration des AAP/AMI, page d’inscription candidats, formulaire personnalisable .....(truncated)

REQ EXG-FON-005 args={"type":"Requirement","name":"EXG-FON-005","definition":"La plateforme doit gérer les jurys, la répartition des candidats avec compatibilités, les grilles d’évaluation paramétrables et le pilotage des indemnités à verser aux jurys.","analyst_properties":{"categorie":"Fonctionnel","priorité":"Haute","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 1 | context=Module 1 - Gestion des jurys | quote=répartition des candidats avec gestion des compatibilités, système paramétrable de notation / grille d’évaluation ... pilotage des indemnités à verser aux jurys","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 1 | context=Module 1 - Gestion des jurys | quote=répartition des candidats avec gestion des compatibilités, système paramétrable de notation / grille d’évaluation ... pilotage des indemnités à verser aux jurys","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 1 | context=Module 1 - Gestion des jurys | quote=répartition des candidats avec gestion des compatibilités, système paramétrable de notation / grille d’évaluation ... pilotage des indemnités à verser aux jurys"}}
REQ EXG-FON-005 response={"owner_name":"Requirement Container","isError":false,"analyst_properties":{"Benefit":"Critical","Cost":"0","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 1 | context=Module 1 - Gestion des jurys | quote=répartition des candidats avec gestion des compatibilités, système paramétrable de notation / grille d’évaluation ... pilotage des indemnités à verser aux jurys","Risk":"Low","Stability":"Low","Target Release":"0","categorie":"Fonctionnel","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 1 | context=Module 1 - Gestion des jurys | quote=répartition des candidats avec gestion des compatibilités, système paramétrable de notation / grille d’évaluation ... pilotage des indemnités à verser aux jurys","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 1 | context=Module 1 - Gestion des jurys | quote=répartition des candidats avec gestion des compatibilités, système paramétrable de notation / grille d’évaluation ... pilotage des indemnités à verser aux jurys","priorité":"Haute"},"name":"EXG-FON-005","analy...(truncated)

REQ EXG-FON-006 args={"type":"Requirement","name":"EXG-FON-006","definition":"La plateforme doit consolider les grilles d’analyse pour les instances décisionnelles, intégrer les modifications des comitologies compétentes, élaborer les relevés de décision et générer les notifications, conventions types et avenants.","analyst_properties":{"categorie":"Fonctionnel","priorité":"Haute","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « Processus de sélection » | context=Module 1 - Processus de sélection et contractualisation | quote=consolidation des grilles d’analyse ... élaboration du relevé de décision ... génération de convention type ... génération d’avenants de conventions","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « Processus de sélection » | context=Module 1 - Processus de sélection et contractualisation | quote=consolidation des grilles d’analyse ... élaboration du relevé de décision ... génération de convention type ... génération d’avenants de conventions","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « Processus de sélection » | context=Module 1 - Processus de sélection et contractualisation | quote=consolidation des grilles d’analyse ... élaboration du relevé de décision ... génération de convention type ... génération d’avenants de conventions"}}
REQ EXG-FON-006 response={"owner_name":"Requirement Container","isError":false,"analyst_properties":{"Benefit":"Critical","Cost":"0","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « Processus de sélection » | context=Module 1 - Processus de sélection et contractualisation | quote=consolidation des grilles d’analyse ... élaboration du relevé de décision ... génération de convention type ... génération d’avenants de conventions","Risk":"Low","Stability":"Low","Target Release":"0","categorie":"Fonctionnel","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « Processus de sélection » | context=Module 1 - Processus de sélection et contractualisation | quote=consolidation des grilles d’analyse ... élaboration du relevé de décision ... génération de convention type ... génération d’avenants de conventions","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « Processus de sélection » | context=Module 1 - Processus de sélection et contractualisation | quote=consolidation des grilles d’analyse ... élaboration du relevé de décision ... génération de conven...(truncated)

REQ EXG-FON-007 args={"type":"Requirement","name":"EXG-FON-007","definition":"La plateforme doit proposer un module de reporting et de pilotage avec tableaux de bord paramétrables, datavisualisation, cartographies, listings de projets et extraction de fichiers prédéfinis.","analyst_properties":{"categorie":"Fonctionnel","priorité":"Haute","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « 2- Module de reporting… » | context=Module 2 - Reporting et pilotage | quote=tableaux de bord paramétrables ... datavisualisation/cartographies ... extraction de fichiers prédéfinis","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « 2- Module de reporting… » | context=Module 2 - Reporting et pilotage | quote=tableaux de bord paramétrables ... datavisualisation/cartographies ... extraction de fichiers prédéfinis","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « 2- Module de reporting… » | context=Module 2 - Reporting et pilotage | quote=tableaux de bord paramétrables ... datavisualisation/cartographies ... extraction de fichiers prédéfinis"}}
REQ EXG-FON-007 response={"owner_name":"Requirement Container","isError":false,"analyst_properties":{"Benefit":"Critical","Cost":"0","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « 2- Module de reporting… » | context=Module 2 - Reporting et pilotage | quote=tableaux de bord paramétrables ... datavisualisation/cartographies ... extraction de fichiers prédéfinis","Risk":"Low","Stability":"Low","Target Release":"0","categorie":"Fonctionnel","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « 2- Module de reporting… » | context=Module 2 - Reporting et pilotage | quote=tableaux de bord paramétrables ... datavisualisation/cartographies ... extraction de fichiers prédéfinis","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section « 2- Module de reporting… » | context=Module 2 - Reporting et pilotage | quote=tableaux de bord paramétrables ... datavisualisation/cartographies ... extraction de fichiers prédéfinis","priorité":"Haute"},"name":"EXG-FON-007","analyst_properties_set":5,"definition":"La plateforme doit proposer un module de reporting et de pilotag...(truncated)

REQ EXG-FON-008 args={"type":"Requirement","name":"EXG-FON-008","definition":"La plateforme doit intégrer un espace annuaire avec référentiel contacts/intervenants, fiches profil candidat, fiches projet et informations sur les membres du consortium, avec interfaçage avec Data.gouv.","analyst_properties":{"categorie":"Fonctionnel","priorité":"Moyenne","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 2 | context=Module 2 - Annuaire et référentiels | quote=espace annuaire : liste de personnes ... fiche profil candidat ... interfacée avec Data.gouv ... fiche projet ... informations membres du consortium","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 2 | context=Module 2 - Annuaire et référentiels | quote=espace annuaire : liste de personnes ... fiche profil candidat ... interfacée avec Data.gouv ... fiche projet ... informations membres du consortium","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 2 | context=Module 2 - Annuaire et référentiels | quote=espace annuaire : liste de personnes ... fiche profil candidat ... interfacée avec Data.gouv ... fiche projet ... informations membres du consortium"}}
REQ EXG-FON-008 response={"owner_name":"Requirement Container","isError":false,"analyst_properties":{"Benefit":"Critical","Cost":"0","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 2 | context=Module 2 - Annuaire et référentiels | quote=espace annuaire : liste de personnes ... fiche profil candidat ... interfacée avec Data.gouv ... fiche projet ... informations membres du consortium","Risk":"Low","Stability":"Low","Target Release":"0","categorie":"Fonctionnel","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 2 | context=Module 2 - Annuaire et référentiels | quote=espace annuaire : liste de personnes ... fiche profil candidat ... interfacée avec Data.gouv ... fiche projet ... informations membres du consortium","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 2 | context=Module 2 - Annuaire et référentiels | quote=espace annuaire : liste de personnes ... fiche profil candidat ... interfacée avec Data.gouv ... fiche projet ... informations membres du consortium","priorité":"Moyenne"},"name":"EXG-FON-008","analyst_properties...(truncated)

REQ EXG-FON-009 args={"type":"Requirement","name":"EXG-FON-009","definition":"La plateforme doit permettre le suivi des rapports d’activité qualitatifs et financiers, la gestion documentaire, le contrôle de complétude des pièces justificatives, le contrôle des ratios/indicateurs et la formalisation de l’analyse dans le service fait avant versement.","analyst_properties":{"categorie":"Fonctionnel","priorité":"Haute","Origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 2 | context=Module 2 - Suivi des rapports d’activité | quote=réception et analyse des rapports d’activité qualitatifs et financiers ... contrôles de complétude ... formalisation de l’analyse dans le service fait avant versement","origin":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 2 | context=Module 2 - Suivi des rapports d’activité | quote=réception et analyse des rapports d’activité qualitatifs et financiers ... contrôles de complétude ... formalisation de l’analyse dans le service fait avant versement","origine":"document=20245175 - CCTP.pdf | ref=Exigences fonctionnelles métier | location=page 8, section Module 2 | context=Module 2 - Suivi des rapports d’activité | quote=réception et analyse des rapports d’activité qualitatifs et financiers ... contrôles de complétude ... formalisation de l’analyse dans le service fait avant versement"}}
